ID,visa_type,visa_entry,US_consulate,major,status,check_date,complete_date,waiting_days,details
checkEveryYear,B2,Renewal,Toronto,Physics,Pending,2024-02-29,0000-00-00,680,detail
aison,B1,New,ShenYang,CS,Clear,2024-02-29,2024-03-21,21,detail
求求开会前,B1,New,ShenYang,Medicine,Clear,2024-03-01,2024-03-05,4,detail
caoyx21,B1,New,BeiJing,Mechanical Engineering,Clear,2024-03-01,2024-04-02,32,detail
你check你M呢,B2,New,ShangHai,Mathematics,Clear,2024-03-01,2024-03-21,20,detail
你快给我iss,F1,Renewal,GuangZhou,Computer Science,Clear,2024-03-01,2024-04-07,37,detail
加油,F1,New,BeiJing,CS,Pending,2024-03-01,0000-00-00,679,detail
加油2,F1,New,BeiJing,CS,Clear,2024-03-01,2024-03-26,25,detail
yw230304,O1,Renewal,ShangHai,Design,Pending,2024-03-04,0000-00-00,676,detail
Check我干嘛�,B2,New,HongKong,Civil Engineering,Pending,2024-03-04,0000-00-00,676,detail
shinT,H1,New,Ottawa,Mechanical Engineering,Clear,2024-03-04,2024-04-23,50,detail
mdYYZ,H1,Renewal,Toronto,Not Sensitive Engineering,Reject,2024-03-04,2024-07-10,128,detail
manong,H1,New,ShangHai,CS,Clear,2024-03-04,2024-04-02,29,detail
孤岛求生,H1,New,Others,Computer Science,Clear,2024-03-04,2024-03-26,22,detail
天灵灵地灵,H1,New,ShangHai,Operations Research,Clear,2024-03-04,2024-04-02,29,detail
这都check,J1,New,Toronto,BME + CS,Clear,2024-03-04,2024-04-16,43,detail
dddd,F1,Renewal,ShangHai,biophysics,Pending,2024-03-04,0000-00-00,676,detail
20240304,J1,New,ShangHai,biochemistry and molecula,Clear,2024-03-04,2024-03-27,23,detail
xys,B1,New,Others,Networking,Clear,2024-03-05,2024-04-02,28,detail
过过过早日,J1,New,GuangZhou,biomedical science,Pending,2024-03-05,0000-00-00,675,detail
hdn1,F1,Renewal,Vancouver,CS,Pending,2024-03-05,0000-00-00,675,detail
whatever,B1,New,GuangZhou,EE,Clear,2024-03-05,2024-04-07,33,detail
接一个假che,F1,New,BeiJing,Stem,Pending,2024-03-05,0000-00-00,675,detail
好人一生平,F2,New,ShangHai,Applied Physics,Clear,2024-03-05,2024-04-10,36,detail
拜托早日下,J1,New,ShangHai,Chinese medicine,Clear,2024-03-05,2024-04-05,31,detail
221g,B2,Renewal,HongKong,营养学 Nutrition,Clear,2024-03-05,2024-03-25,20,detail
不要香菜,H1,New,ShenYang,Electrical Engineering,Clear,2024-03-05,2024-04-11,37,detail
过签才能好,H1,New,ShangHai,Chemistry,Pending,2024-03-05,0000-00-00,675,detail
SY20240306,B1,New,ShenYang,CS,Clear,2024-03-06,2024-04-06,31,detail
雪之下八幡,B1,New,Others,CS,Clear,2024-03-06,2024-04-09,34,detail
bababong,F1,Renewal,Europe,Comp bio,Pending,2024-03-06,0000-00-00,674,detail
must?,B1,New,BeiJing,CS,Pending,2024-03-06,0000-00-00,674,detail
74270096,F1,New,GuangZhou,CS PhD,Clear,2024-03-06,2024-04-10,35,detail
lmfo,H1,New,GuangZhou,ECE,Clear,2024-03-06,2024-04-12,37,detail
求求求了快,F1,New,Others,ece,Clear,2024-03-06,2024-05-07,62,detail
visaapp,B1,New,BeiJing,EE,Clear,2024-03-07,2024-04-09,33,detail
quartzf,F1,Renewal,Toronto,Mechanical,Pending,2024-03-07,0000-00-00,673,detail
yj0310,H1,New,Vancouver,Software Engineering,Clear,2024-03-07,2024-04-03,27,detail
Check个锤子�,B1,New,Others,Mechanical Engineering,Pending,2024-03-07,0000-00-00,673,detail
球球了,B1,New,BeiJing,EE,Clear,2024-03-07,2024-04-05,29,detail
Sunrise,F1,New,BeiJing,ECE,Clear,2024-03-07,2024-04-12,36,detail
122333,H1,Renewal,BeiJing,EE,Clear,2024-03-07,2024-04-18,42,detail
快点快点,B1,New,ShenYang,Mechanical Engineering,Clear,2024-03-07,2024-04-30,54,detail
guoguoguo,F1,Renewal,GuangZhou,N/A,Clear,2024-03-08,2024-04-11,34,detail
求下签,F1,Renewal,Vancouver,ME,Pending,2024-03-08,0000-00-00,672,detail
alchemist95,B1,New,Europe,Computer Science,Clear,2024-03-08,2024-04-17,40,detail
my 4 be w/ me,H1,Renewal,Vancouver,IE&OR,Pending,2024-03-08,0000-00-00,672,detail
求求快过签,H1,New,GuangZhou,CS,Clear,2024-03-08,2024-04-24,47,detail
求过,B1,New,BeiJing,Cyberspace Security,Clear,2024-03-08,2024-04-09,32,detail
check+10086,F1,New,BeiJing,ECE,Clear,2024-03-08,2024-04-12,35,detail
建业驾校C�,J1,New,BeiJing,Bioinfo,Clear,2024-03-08,2024-05-09,62,detail
建业驾校学,J2,New,BeiJing,N/A,Clear,2024-03-08,2024-05-09,62,detail
FreakingAllen,F1,Renewal,GuangZhou,Civil Engineering,Clear,2024-03-08,2024-04-11,34,detail
xiaoxie,J1,New,ShangHai,basic medichine,Pending,2024-03-08,0000-00-00,672,detail
zzzr,F1,Renewal,Vancouver,Computer Science,Clear,2024-03-08,2024-04-03,26,detail
Forla 求速过,F1,New,ShangHai,ECE,Pending,2024-03-10,0000-00-00,670,detail
AA00CK4CYF,H1,New,BeiJing,Computer Science,Pending,2024-03-11,0000-00-00,669,detail
过过过,F1,Renewal,Vancouver,BioE,Clear,2024-03-11,2024-04-05,25,detail
祝大家好运,F1,New,BeiJing,CS,Clear,2024-03-11,2024-03-11,0,detail
Zhgg,F1,New,ShangHai,Polymer Science and Engin,Clear,2024-03-11,2024-04-11,31,detail
Zc,F1,New,GuangZhou,BME,Clear,2024-03-11,2024-04-18,38,detail
qiuxiaqian,H1,New,Europe,xx engineering,Pending,2024-03-11,0000-00-00,669,detail
Toronto check,H1,New,Toronto,CS,Clear,2024-03-11,2024-04-04,24,detail
ryo,H1,New,GuangZhou,Industrial Engineering,Clear,2024-03-11,2024-04-19,39,detail
OOOOOO,F1,New,BeiJing,CS,Clear,2024-03-11,2024-03-13,2,detail
12306,F1,Renewal,ShangHai,CS,Pending,2024-03-12,0000-00-00,668,detail
.LMT,F1,New,ShangHai,Biology (Cancer Biology),Clear,2024-03-12,2024-04-10,29,detail
whymebro,F1,Renewal,Toronto,Robotics,Pending,2024-03-12,0000-00-00,668,detail
求求快下签,H1,Renewal,GuangZhou,Data Science,Clear,2024-03-12,2024-04-09,28,detail
sjhcheck,F1,Renewal,HongKong,CS,Clear,2024-03-12,2024-04-09,28,detail
usa_cyka_blyat,H1,New,ShangHai,ECE,Pending,2024-03-12,0000-00-00,668,detail
Ivy007,F1,Renewal,GuangZhou,Opt first yr,Clear,2024-03-12,2024-04-09,28,detail
KKK,F1,New,GuangZhou,Physics,Clear,2024-03-12,2024-04-11,30,detail
求好运,H1,New,Others,N/A,Clear,2024-03-12,2024-04-11,30,detail
爱过不过,B1,New,GuangZhou,Computer Science,Clear,2024-03-13,2024-04-16,34,detail
过不过给个,F1,New,GuangZhou,MSIS,Pending,2024-03-13,0000-00-00,667,detail
DY233,H1,New,GuangZhou,EE,Clear,2024-03-13,2024-04-10,28,detail
shy6351570,H1,New,GuangZhou,ME+ SEMICON,Clear,2024-03-13,2024-05-10,58,detail
Lorenzo,J1,New,Others,Information Technology,Pending,2024-03-13,0000-00-00,667,detail
AA00D2GERP,B1,Renewal,GuangZhou,Computer Science,Clear,2024-03-14,2024-04-17,34,detail
sta***@outlook.,F1,New,GuangZhou,ECE,Clear,2024-03-14,2024-04-16,33,detail
哞哞pa,F1,Renewal,BeiJing,CS,Clear,2024-03-14,2024-05-15,62,detail
allen,H1,New,GuangZhou,Computer Science,Clear,2024-03-14,2024-04-15,32,detail
sthnew,B2,New,ShangHai,CS,Clear,2024-03-14,2024-04-18,35,detail
Quick,F1,Renewal,GuangZhou,CS,Clear,2024-03-14,2024-04-10,27,detail
myz12121990@163,B1,Renewal,GuangZhou,Environmental Engineering,Clear,2024-03-14,2024-04-12,29,detail
Leslie7,O1,New,ShangHai,STEM,Clear,2024-03-14,2024-04-19,36,detail
好运来,J1,New,ShangHai,computational biology,Clear,2024-03-15,2024-04-16,32,detail
AA00D0ER49,F1,New,ShangHai,CE,Clear,2024-03-15,2024-04-10,26,detail
1234567,F1,New,BeiJing,pathology,Clear,2024-03-15,2024-04-15,31,detail
如履薄冰,O1,New,ShangHai,Architecture,Clear,2024-03-15,2024-03-29,14,detail
mjzlqcd,H1,New,BeiJing,芯片设计,Clear,2024-03-15,2024-04-17,33,detail
who cares,H1,Renewal,Vancouver,CS,Clear,2024-03-15,2024-04-23,39,detail
ILoveUSA,B1,New,BeiJing,Integrated Circuit Engine,Clear,2024-03-15,2024-04-18,34,detail
操你妈的,F1,New,Others,"MSE to ECE, at Jeddah",Pending,2024-03-17,0000-00-00,663,detail
sasasasa,F1,New,GuangZhou,ECE,Clear,2024-03-18,2024-04-17,30,detail
Gaetan,B1,New,BeiJing,EE,Pending,2024-03-18,0000-00-00,662,detail
robin,H1,Renewal,Ottawa,Geography,Clear,2024-03-18,2024-04-22,35,detail
Nickelneco,H1,New,Ottawa,ChemE semicon软件,Clear,2024-03-18,2024-08-22,157,detail
a7,B2,Renewal,BeiJing,Bioinformatics,Clear,2024-03-18,2024-04-23,36,detail
s1gh,F1,New,GuangZhou,ECE,Clear,2024-03-18,2024-04-17,30,detail
早日贴签,H1,Renewal,Toronto,Structural Engineer,Clear,2024-03-18,2024-04-15,28,detail
傻逼吧,J1,New,Toronto,Neuroscience,Pending,2024-03-18,0000-00-00,662,detail
ManifoldPhys,F1,New,ShangHai,Physics,Clear,2024-03-18,2024-04-15,28,detail
焦灼,F1,Renewal,BeiJing,Microbiology,Clear,2024-03-18,2024-04-17,30,detail
卡approve,L1,New,Toronto,CS,Clear,2024-03-18,2024-04-04,17,detail
gguan,F1,New,BeiJing,CS,Clear,2024-03-18,2024-04-12,25,detail
issssssssueaaaa,F1,New,ShangHai,Chemistry,Clear,2024-03-18,2024-04-19,32,detail
明天就能过,H1,New,ShangHai,Computer Science,Pending,2024-03-18,0000-00-00,662,detail
Jesus_is_Lord,F1,Renewal,ShangHai,Electrical Engineering,Clear,2024-03-18,2024-04-18,31,detail
jiangyun10@gmai,H1,New,Others,CSE,Clear,2024-03-19,2024-04-30,42,detail
水果,F1,New,BeiJing,EE,Pending,2024-03-19,0000-00-00,661,detail
Xiang,B1,New,BeiJing,photogrammetry,Clear,2024-03-19,2024-04-19,31,detail
ZongZhang,J1,New,Vancouver,ECE,Pending,2024-03-19,0000-00-00,661,detail
美签速过,B1,New,ShangHai,Material Science,Pending,2024-03-19,0000-00-00,661,detail
dryaz,F1,Renewal,ShangHai,EE,Clear,2024-03-19,2024-04-19,31,detail
速速下签,J1,New,ShangHai,AI,Clear,2024-03-20,2024-04-15,26,detail
传递好运,F1,Renewal,ShangHai,Genetics,Clear,2024-03-20,2024-03-20,0,detail
gkd,F1,New,ShangHai,GIS,Pending,2024-03-20,0000-00-00,660,detail
Turnpike,H1,New,BeiJing,CS,Clear,2024-03-20,2024-09-11,175,detail
美国和特朗,B1,New,Europe,Material Science,Pending,2024-03-20,0000-00-00,660,detail
Youn,F1,Renewal,ShangHai,Chemistry,Clear,2024-03-20,2024-04-25,36,detail
yyy,B1,New,BeiJing,CS,Clear,2024-03-21,2024-03-21,0,detail
ForYou,J1,New,ShenYang,CS,Clear,2024-03-21,2024-03-23,2,detail
Issue soon,O1,New,Europe,AE,Pending,2024-03-21,0000-00-00,659,detail
checkcheck,F1,New,ShenYang,EE,Clear,2024-03-21,2024-04-16,26,detail
今天必须下,J1,New,ShangHai,AI,Clear,2024-03-21,2024-04-30,40,detail
帮对象祈祷,O1,Renewal,Toronto,CS chip related,Pending,2024-03-21,0000-00-00,659,detail
居然没check,H1,New,ShangHai,Medical image analysis,Clear,2024-03-22,2024-03-22,0,detail
意料中check,B1,New,ShangHai,Computer science,Clear,2024-03-22,2024-04-19,28,detail
求求下签,J1,New,Europe,Environmental Engineering,Pending,2024-03-22,0000-00-00,658,detail
Finger crossed,H1,New,BeiJing,Physics,Clear,2024-03-22,2024-04-18,27,detail
求个十年签,B2,New,ShangHai,CS,Clear,2024-03-22,2024-04-27,36,detail
j872wang,B1,New,Toronto,mechanical engineering,Pending,2024-03-25,0000-00-00,655,detail
kkz,H1,New,GuangZhou,ME,Clear,2024-03-25,2024-04-18,24,detail
Hammerrrrr,F1,New,ShangHai,Polymer science,Clear,2024-03-25,2024-04-29,35,detail
ZY,F1,New,GuangZhou,Agricultural and Biologic,Clear,2024-03-25,2024-04-17,23,detail
jojo0224,H1,New,GuangZhou,Chemistry,Clear,2024-03-25,2024-04-17,23,detail
moonglight,H1,New,BeiJing,Stat + Comp Bio,Pending,2024-03-25,0000-00-00,655,detail
TUDOBEM,F1,Renewal,Others,CS,Clear,2024-03-25,2024-04-29,35,detail
2nd check,B1,Renewal,ShenYang,EE,Clear,2024-03-25,2024-04-30,36,detail
ZL09,J1,Renewal,GuangZhou,Biomedical engineering,Pending,2024-03-25,0000-00-00,655,detail
到底有啥好,F1,New,GuangZhou,Physics,Clear,2024-03-26,2024-04-29,34,detail
LEON快过,B2,New,ShenYang,Biology,Clear,2024-03-26,2024-04-30,35,detail
jstar,F1,New,ShangHai,ECE,Clear,2024-03-26,2024-04-25,30,detail
rfrfda,F1,Renewal,BeiJing,chemistry,Pending,2024-03-26,0000-00-00,654,detail
倒霉蛋,J1,New,HongKong,Statistics,Clear,2024-03-26,2024-04-17,22,detail
Random,B1,New,BeiJing,Physics,Clear,2024-03-26,2024-05-21,56,detail
求5年签,F1,Renewal,ShangHai,ECE,Clear,2024-03-27,2024-04-18,22,detail
又被check了,H1,New,ShangHai,Computer Science,Clear,2024-03-27,2024-04-24,28,detail
teddybearxzh,H1,New,Vancouver,EECS,Pending,2024-03-27,0000-00-00,653,detail
求求快点iss,B1,New,ShangHai,Applied computational sci,Clear,2024-03-27,2024-04-23,27,detail
赶紧过,F1,New,ShangHai,Radiochemistry,Clear,2024-03-27,2024-04-26,30,detail
iceman,J2,New,GuangZhou,medicine,Clear,2024-03-27,2024-04-23,27,detail
赶紧批了吧,B2,Renewal,ShenYang,N/A,Pending,2024-03-27,0000-00-00,653,detail
zgzg,F1,New,BeiJing,Applied Physics,Clear,2024-03-28,2024-06-05,69,detail
W. Ackermann,B2,New,BeiJing,Computer Science,Pending,2024-03-28,0000-00-00,652,detail
cyx,F1,New,BeiJing,CS,Clear,2024-03-28,2024-04-29,32,detail
Issue plz,B1,New,Europe,Psychology/Neuroscience,Clear,2024-03-28,2024-05-07,40,detail
快快下签,H1,Renewal,Others,N/A,Clear,2024-03-28,2024-05-14,47,detail
hehe,B1,New,ShenYang,CSAI,Clear,2024-03-28,2024-05-07,40,detail
marve,B1,New,ShenYang,AI4EDA,Clear,2024-03-28,2024-05-07,40,detail
ki,F1,New,BeiJing,MBA,Pending,2024-03-28,0000-00-00,652,detail
求求快顺利,F1,New,Others,ECE,Clear,2024-03-29,2024-04-25,27,detail
qhz991029,F1,New,GuangZhou,Computer Science,Pending,2024-03-29,0000-00-00,651,detail
renqs,B1,New,BeiJing,N/A,Pending,2024-03-29,0000-00-00,651,detail
戏白,B1,New,BeiJing,CS,Clear,2024-03-29,2024-05-20,52,detail
8325773,B2,New,BeiJing,Automotive Engineering,Clear,2024-03-29,2024-06-03,66,detail
BlackKite,F1,New,BeiJing,BME,Clear,2024-03-29,2024-05-09,41,detail
Xiaoyi,F1,New,ShangHai,"ECE, Microelectronics",Clear,2024-04-01,2024-05-04,33,detail
水硕也能che,J1,New,GuangZhou,nephrology,Clear,2024-04-01,2024-04-25,24,detail
好好好,H1,New,ShangHai,EE,Clear,2024-04-01,2024-05-03,32,detail
修勾也想去,B1,New,ShangHai,N/A,Pending,2024-04-01,0000-00-00,648,detail
Eclipse,F1,New,Others,EECS,Clear,2024-04-01,2024-04-25,24,detail
checkcheck,F1,Renewal,ShangHai,bioengineering,Pending,2024-04-01,0000-00-00,648,detail
please,F1,New,BeiJing,ECE,Pending,2024-04-01,0000-00-00,648,detail
HenryPower,F1,New,BeiJing,ECE,Pending,2024-04-01,0000-00-00,648,detail
please这怎么,F1,New,BeiJing,ECE,Clear,2024-04-01,2024-05-07,36,detail
spidemen,B2,New,ShangHai,ECE,Clear,2024-04-01,2024-05-10,39,detail
求速过H1B第,H1,New,BeiJing,Bioinformatics,Clear,2024-04-01,2024-05-23,52,detail
真诚勇闯天,J1,New,BeiJing,Engineering Physics,Pending,2024-04-01,0000-00-00,648,detail
alwayscheck,H1,Renewal,BeiJing,Chemistry,Pending,2024-04-02,0000-00-00,647,detail
第一次check,H1,Renewal,ShangHai,CS,Pending,2024-04-02,0000-00-00,647,detail
GoodLuck!!,F1,New,Vancouver,Chemistry,Clear,2024-04-02,2024-04-23,21,detail
akckaman,B2,New,BeiJing,CS,Clear,2024-04-02,2024-05-14,42,detail
难民格林,F1,Renewal,Vancouver,Electrical and Computer E,Pending,2024-04-02,0000-00-00,647,detail
qchen,F1,New,ShangHai,educational research meth,Clear,2024-04-03,2024-04-03,0,detail
lilywang,F1,New,BeiJing,Quantitative Ecology and,Clear,2024-04-03,2024-05-09,36,detail
issueme,F1,New,GuangZhou,biomedical engineering,Pending,2024-04-03,0000-00-00,646,detail
cy0224,H1,New,HongKong,N/A,Clear,2024-04-03,2024-04-25,22,detail
goodluck,F1,New,BeiJing,CS,Clear,2024-04-03,2024-05-10,37,detail
che,F1,New,GuangZhou,aerospace engineering,Pending,2024-04-03,0000-00-00,646,detail
lynntys,J1,New,GuangZhou,space physics,Pending,2024-04-03,0000-00-00,646,detail
签证求过ing,F1,New,HongKong,ME,Clear,2024-04-03,2024-05-16,43,detail
testHelloWorld,B1,Renewal,ShangHai,Electrical Engineering,Clear,2024-04-03,2024-05-03,30,detail
这也能Check?,H1,New,Others,CS,Clear,2024-04-03,2024-05-16,43,detail
muyu,B1,New,BeiJing,nuclear science,Clear,2024-04-03,2024-05-12,39,detail
issueme,F1,New,GuangZhou,biomedical engineering,Clear,2024-04-03,2024-05-07,34,detail
ZYHF,B1,New,BeiJing,Physics,Clear,2024-04-03,2024-05-10,37,detail
checked,H1,New,BeiJing,N/A,Clear,2024-04-03,2024-05-09,36,detail
173***@163.com,B1,New,BeiJing,nuclear science,Clear,2024-04-03,2024-05-10,37,detail
申请visa好�,B1,New,ShangHai,microbiology,Clear,2024-04-03,2024-05-09,36,detail
续签check？,H1,Renewal,Vancouver,CS,Clear,2024-04-04,2024-04-09,5,detail
下一个幸运,F1,New,Vancouver,Computer Science,Clear,2024-04-04,2024-08-14,132,detail
早日去打工,J1,New,HongKong,CS,Clear,2024-04-05,2024-05-06,31,detail
打工人,J1,New,ShenYang,Chemistry,Clear,2024-04-05,2024-05-07,32,detail
- _-|||,H1,Renewal,GuangZhou,Psychology,Clear,2024-04-06,2024-06-17,72,detail
求速过,F1,Renewal,ShangHai,CS,Clear,2024-04-08,2024-05-17,39,detail
AA00D5A4CP,F1,New,ShangHai,Physics,Pending,2024-04-08,0000-00-00,641,detail
check了一天,F1,Renewal,ShangHai,Animal science,Clear,2024-04-08,2024-04-09,1,detail
倒霉Meta人,H1,New,Vancouver,CS,Pending,2024-04-08,0000-00-00,641,detail
AA00D4WFGJ,F1,New,ShangHai,N/A,Pending,2024-04-08,0000-00-00,641,detail
Richard_Aloha,B1,New,BeiJing,Electronic Engineering,Clear,2024-04-08,2024-05-14,36,detail
沈阳out,B1,New,ShenYang,电子信息,Pending,2024-04-08,0000-00-00,641,detail
祈求快点下,F1,New,Quebec,Bioengineering,Pending,2024-04-08,0000-00-00,641,detail
lp,H1,New,GuangZhou,Biostatistics,Clear,2024-04-08,2024-05-08,30,detail
一又三分之,F1,New,ShangHai,Mechanical Engineering,Clear,2024-04-08,2024-05-07,29,detail
麻烦下签 �,H1,New,BeiJing,Business Analytics,Pending,2024-04-08,0000-00-00,641,detail
xia qian,F1,New,ShangHai,CS,Clear,2024-04-09,2024-05-06,27,detail
DormOffice,B1,Renewal,ShangHai,Biochemical Engineering,Clear,2024-04-09,2024-05-13,34,detail
ch3370,F1,Renewal,BeiJing,Biophysics,Clear,2024-04-09,2024-05-10,31,detail
lucian,F1,New,ShangHai,Industrial Engineering,Clear,2024-04-09,2024-05-06,27,detail
小透明,F1,New,BeiJing,Computer Science,Clear,2024-04-09,2024-05-10,31,detail
QQQQQ,B1,New,BeiJing,Solid Mechanics,Clear,2024-04-09,2024-05-14,35,detail
chiang,B1,New,BeiJing,Nuclear Physics Ph.D,Pending,2024-04-09,0000-00-00,640,detail
zyc9920,H1,New,ShangHai,Chemistry,Clear,2024-04-10,2024-05-10,30,detail
受不了一点,B2,New,Europe,Cancer Biology,Pending,2024-04-10,0000-00-00,639,detail
好运来,H1,New,ShangHai,ECE,Clear,2024-04-10,2024-05-15,35,detail
intp,H1,Renewal,ShangHai,Statistics,Clear,2024-04-10,2024-05-10,30,detail
yhchbjs,B1,New,BeiJing,CS,Clear,2024-04-10,2024-05-22,42,detail
peace and love,B1,New,GuangZhou,Medical,Clear,2024-04-10,2024-05-11,31,detail
DL,H1,New,ShangHai,医学,Pending,2024-04-10,0000-00-00,639,detail
求下签,F1,New,ShangHai,Civil Engineering,Clear,2024-04-10,2024-05-08,28,detail
hahahaa,F1,New,ShangHai,Applied Math,Clear,2024-04-10,2024-05-07,27,detail
JuZ,F1,New,BeiJing,Chemistry,Clear,2024-04-10,2024-05-14,34,detail
地鸣踏平us,J1,New,Toronto,CS,Clear,2024-04-10,2024-06-02,53,detail
zaza,F1,Renewal,ShangHai,computational biology,Pending,2024-04-10,0000-00-00,639,detail
小小橘子Kay,F1,New,ShangHai,Pharmaceutical Sciences,Clear,2024-04-10,2024-05-10,30,detail
OpenAI,F1,Renewal,BeiJing,CS,Pending,2024-04-10,0000-00-00,639,detail
Check-fil-a,H1,New,GuangZhou,CS,Clear,2024-04-10,2024-05-08,28,detail
球球下签,F1,New,ShangHai,ME(naval architecture),Clear,2024-04-11,2024-05-07,26,detail
no check please,H1,New,ShangHai,Engineering Mechanics,Pending,2024-04-11,0000-00-00,638,detail
麻辣小龙虾,H1,New,BeiJing,EE,Clear,2024-04-11,2024-05-13,32,detail
MrLight,J1,New,Ottawa,CS,Pending,2024-04-11,0000-00-00,638,detail
yuzhongh,F1,Renewal,ShangHai,Computer Science,Clear,2024-04-11,2024-05-10,29,detail
抓紧下签别,F1,New,ShangHai,Ecology,Clear,2024-04-11,2024-05-10,29,detail
KevinCui,J2,New,ShangHai,CS,Clear,2024-04-11,2024-05-10,29,detail
bigtiger,F1,New,GuangZhou,Physics,Clear,2024-04-11,2024-05-09,28,detail
Hope,H4,New,GuangZhou,CS,Pending,2024-04-11,0000-00-00,638,detail
Seraph_myz,F1,New,BeiJing,Computer Science,Clear,2024-04-11,2024-04-15,4,detail
sam1010,F1,New,Toronto,Agriculture+CS,Pending,2024-04-11,0000-00-00,638,detail
早早通过,F1,New,ShangHai,CompBio&Bioinfo,Clear,2024-04-12,2024-05-08,26,detail
玩原神玩的,F1,New,BeiJing,ECE PhD,Pending,2024-04-12,0000-00-00,637,detail
给劳资出签,B1,New,ShangHai,BME,Pending,2024-04-12,0000-00-00,637,detail
❤️,F1,Renewal,ShangHai,Math,Clear,2024-04-12,2024-05-02,20,detail
LuckyStar,H4,New,BeiJing,Law,Clear,2024-04-12,2024-05-09,27,detail
finally,F1,New,GuangZhou,OR,Clear,2024-04-12,2024-05-20,38,detail
langzi,F1,New,ShangHai,Civil Engineering,Clear,2024-04-12,2024-05-08,26,detail
LLL,F1,New,ShangHai,Electrical Engineering,Clear,2024-04-12,2024-05-21,39,detail
412北京,B2,New,BeiJing,N/A,Clear,2024-04-12,2024-06-03,52,detail
lool,H1,Renewal,Ottawa,CS,Clear,2024-04-15,2024-06-06,52,detail
工作签证冲,O1,New,ShangHai,EE,Pending,2024-04-15,0000-00-00,634,detail
Pumpkin,H1,New,BeiJing,CS,Clear,2024-04-15,2024-05-23,38,detail
求顺利,H1,New,ShangHai,CS,Pending,2024-04-15,0000-00-00,634,detail
意料之中的,H1,New,GuangZhou,ME,Clear,2024-04-15,2024-05-23,38,detail
Aloha,F1,New,BeiJing,physics,Clear,2024-04-15,2024-05-22,37,detail
NYINLA,F1,Renewal,ShangHai,Biotechnology,Clear,2024-04-15,2024-05-13,28,detail
gmg,H1,New,Vancouver,CS,Pending,2024-04-15,0000-00-00,634,detail
乐之城耐扣,F1,New,BeiJing,CS,Clear,2024-04-16,2024-04-16,0,detail
fish,J1,New,BeiJing,N/A,Pending,2024-04-16,0000-00-00,633,detail
Beihai,F1,New,BeiJing,Physics,Clear,2024-04-16,2024-05-29,43,detail
保佑顺利过,F1,New,ShangHai,CS,Clear,2024-04-16,2024-05-24,38,detail
mat***@gmail.co,J1,New,Others,CompBio&Bioinfo,Clear,2024-04-16,2024-05-30,44,detail
CodingBug,F1,New,BeiJing,CS,Clear,2024-04-16,2024-05-15,29,detail
19960925,H1,New,ShangHai,EECS,Pending,2024-04-16,0000-00-00,633,detail
gogogo,H1,New,BeiJing,CS,Clear,2024-04-16,2024-05-24,38,detail
流浪多伦多,H1,Renewal,Toronto,EE,Pending,2024-04-16,0000-00-00,633,detail
ZM,F1,Renewal,BeiJing,DA,Clear,2024-04-16,2024-05-31,45,detail
M,F1,New,BeiJing,CS,Clear,2024-04-16,2024-05-21,35,detail
今年白干了,H1,New,Others,DS,Reject,2024-04-16,2024-05-18,32,detail
旅游签也这,B2,New,GuangZhou,EE,Pending,2024-04-16,0000-00-00,633,detail
求下签证,B1,New,BeiJing,chemistry,Pending,2024-04-17,0000-00-00,632,detail
签证快点过,H1,New,Europe,computer science,Clear,2024-04-17,2024-06-03,47,detail
crabcrab,F1,New,BeiJing,Computer Science,Clear,2024-04-17,2024-05-20,33,detail
HH,F1,New,BeiJing,Nuclear Physics,Clear,2024-04-17,2024-05-14,27,detail
Bella,B2,New,BeiJing,CS,Clear,2024-04-17,2024-06-05,49,detail
